"","gens","D_Female_Pred","D_D_Allele_Pred","D_W_Allele_Pred","D_R_Allele_Pred","D_B_Allele_Pred","I_Female_Pred","I_D_Allele_Pred","I_W_Allele_Pred","I_R_Allele_Pred","I_B_Allele_Pred"
"57",57,0.496958978151613,0.00271379868769927,0.778888979155402,0.178066811797013,0.0403304103598862,0.485190064130645,0.0349471990124988,0.351220137033574,0.577134425776827,0.0366982381771007
"58",58,0.497125129408883,0.00254578143508165,0.779146337686394,0.178649395862487,0.0396584850160373,0.485890119050027,0.0339819210533666,0.344041608223248,0.585983404203247,0.0359930665201379
"59",59,0.49728069477821,0.00238897085610084,0.779405058281569,0.179201393659256,0.0390045772030739,0.486547770179156,0.0330572652566349,0.337107445495936,0.59453046524911,0.0353048239983189
"60",60,0.497426430846948,0.00224255242150811,0.77966467147415,0.179724619406671,0.0383681566976701,0.487165936054383,0.0321711897278628,0.330408880201492,0.602786323263772,0.0346336068068723
"61",61,0.497563034073057,0.00210577653760973,0.779924751413641,0.180220771981227,0.0377487000675214,0.487747327970588,0.031321754837441,0.32393725532908,0.610761580752896,0.0339794090805828
"62",62,0.497691146062489,0.00197795287196984,0.780184912240854,0.180691442521415,0.0371456923657608,0.488294462966513,0.0305071200568015,0.317684066336247,0.618466673726938,0.0333421398800136
"63",63,0.497811358340852,0.0018584452181093,0.780444804767981,0.181138121541506,0.0365586284724041,0.48880967649877,0.0297255404537456,0.311640993454605,0.625911828187401,0.0327216379042479
"64",64,0.497924216671396,0.00174666684437217,0.780704113436788,0.181562205580459,0.0359870141383808,0.489295134684485,0.028975362955254,0.30579992671306,0.633107026137532,0.032117684194154
"65",65,0.498030224965751,0.00164207627797884,0.780962553530536,0.181965003412069,0.035430366779416,0.489752846028726,0.0282550224664595,0.300152984775143,0.640061979691553,0.0315300130668444
"66",66,0.498129848828831,0.00154417348049802,0.781219868617486,0.182347741842053,0.034888216059964,0.490184672581762,0.027563037917672,0.294692528553059,0.646786112030473,0.0309583214987964
"67",67,0.498223518774848,0.00145249637561551,0.781475828205891,0.18271157111711,0.034360104301384,0.490592340493951,0.0268980082971349,0.289411170438539,0.65328854411161,0.0304022771527157
"68",68,0.498311633147438,0.00136661769421534,0.78173022559225,0.183057569970106,0.0338455867434282,0.490977449953838,0.0262586087152196,0.284301779879796,0.659578086182898,0.029861525222087
"69",69,0.498394560773369,0.00128614210547458,0.781982875886213,0.183386750324567,0.0333442316837456,0.491341484508633,0.0256435865357392,0.279357485934568,0.665663233281979,0.0293356942477142
"70",70,0.498472643376171,0.00121070360595537,0.782233614197076,0.183700061680574,0.0328556205163943,0.491685819776518,0.0250517576017191,0.274571677341039,0.671552164014701,0.0288244010425406
"71",71,0.498546197773267,0.00113996314160103,0.782482293968152,0.183998395203066,0.0323793476871813,0.492011731567732,0.0244820025760537,0.269938000570471,0.677252742008797,0.0283272548446781
"72",72,0.498615517877673,0.00107360644014804,0.782728785446506,0.184282587532394,0.0319150205809515,0.492320403436755,0.0239332634117986,0.265450356257037,0.682772519527322,0.027843860803842
"73",73,0.498680876523179,0.00101134203378613,0.782972974276709,0.184553424335861,0.0314622593536446,0.492612933691539,0.0234045399622048,0.261102894340633,0.688118742803955,0.0273738228932067
"74",74,0.49874252712992,0.000952899453968167,0.783214760208209,0.18481164361785,0.031020696719973,0.492890341887992,0.0228948867368377,0.256890008206537,0.693298358729654,0.0269167463269712
"75",75,0.498800705225543,0.000898027582116726,0.783454055906901,0.185057938805078,0.0305899777059039,0.493153574839153,0.0224034098070964,0.252806328060891,0.698318022578473,0.0264722395535397
"76",76,0.498855629835592,0.000846493141620786,0.783690785862231,0.185292961622453,0.0301697593736947,0.493403512168886,0.0219292638620378,0.248846713742222,0.703184106510675,0.0260399158850652
"77",77,0.498907504755352,0.000798079317986068,0.783924885381984,0.185517324774012,0.0297597105260185,0.493640971439744,0.0214716494135116,0.24500624713595,0.707902708634484,0.025619394816054
"78",78,0.498956519714183,0.000752584495315707,0.784156299667549,0.185731604442461,0.029359511394674,0.493866712883978,0.0210298101481403,0.241280224330323,0.712479662444863,0.0252103030766744
"79",79,0.499002851442234,0.000709821098471741,0.784384982963095,0.185936342619944,0.0289688533184895,0.494081443765706,0.0206030304225586,0.237664147627842,0.716920546489356,0.0248122754602431
"80",80,0.499046664648459,0.000669614531317778,0.784610897772631,0.186132049281774,0.0285874384142773,0.494285822401073,0.0201906328974893,0.234153717505592,0.721230694137937,0.024424955458982
"81",81,0.499088112917995,0.000631802202382881,0.784834014139468,0.186319204414101,0.0282149792440485,0.494480461861851,0.0197919763056386,0.230744824600214,0.725415203356695,0.0240479957374526
"82",82,0.499127339536137,0.00059623263012832,0.785054308983033,0.186498259905686,0.0278511984811526,0.494665933386559,0.0194064533479832,0.227433541778476,0.729478946404544,0.0236810584689968
"83",83,0.49916447824546,0.000562764620753175,0.785271765488436,0.186669641313271,0.0274958285775397,0.49484276952167,0.0190334887127702,0.224216116341773,0.733426579388474,0.0233238155569824
"84",84,0.499199653942016,0.000531266512151357,0.785486372544558,0.186833749509346,0.0271486114339444,0.495011467014038,0.018672537211417,0.221088962402393,0.737262551626614,0.0229759487595767
"85",85,0.49923298331594,0.000501615478239903,0.785698124226797,0.186990962220507,0.0268092980744557,0.495172489474242,0.0183230820254668,0.218048653460523,0.740991114779888,0.0226371497341227
"86",86,0.499264575441313,0.000473696888423932,0.785907019320911,0.187141635464014,0.02647764832665,0.495326269829107,0.0179846330587972,0.215091915203618,0.744616331722697,0.0223071200148879
"87",87,0.499294532319673,0.000447403717453989,0.786113060884717,0.187286104889607,0.0261534305082215,0.495473212580382,0.0176567253893789,0.212215618543612,0.748142085131033,0.0219855709359754
"88",88,0.499322949381122,0.000422636001372697,0.786316255844636,0.187424687033152,0.0258364211208396,0.495613695885221,0.0173389178150287,0.209416772902406,0.751572085773101,0.0216722235094647
"89",89,0.499349915946669,0.000399300335644753,0.78651661462436,0.187557680488206,0.0255264045517892,0.495748073472941,0.0170307914877783,0.206692519751882,0.754909880492964,0.021366808267376
"90",90,0.499375515655048,0.00037730941192218,0.786714150803106,0.187685367001168,0.025223172783804,0.49587667641139,0.0167319486316806,0.20404012641132,0.758158859882228,0.0210690650747708
"91",91,0.499399826857007,0.000356581590219366,0.786908880801146,0.187808012495256,0.0249265251133793,0.495999814735186,0.0164420113390944,0.201456980102297,0.761322265638406,0.0207787429202028
"92",92,0.499422922979753,0.000337040503563557,0.787100823590483,0.187925868028204,0.0246362678777499,0.496117778947115,0.0161606204407127,0.19894058225896,0.764403197611539,0.0204955996887888
"93",93,0.499444872864028,0.000318614692449394,0.787290000428711,0.18803917068821,0.0243522141906295,0.496230841403045,0.0158874344448327,0.196488543089794,0.767404620543021,0.0202194019223524
"94",94,0.499465741076042,0.000301237266663667,0.787476434614264,0.188148144432331,0.0240741836867412,0.496339257589873,0.015622128541596,0.194098576385613,0.770329370502398,0.0199499245703939
"95",95,0.499485588196314,0.0002848455922613,0.787660151261381,0.188253000871252,0.0238020022751052,0.496443267305229,0.0153643936681583,0.19176849456746,0.773180161029341,0.0196869507350403
"96",96,0.499504471087271,0.000269381001668117,0.787841177093286,0.18835394000404,0.0235355019010057,0.496543095746938,0.0151139356309733,0.189496203967293,0.775959588989121,0.0194302714126128
"97",97,0.499522443141317,0.000254788525062005,0.788019540252148,0.188451150906274,0.0232745203165159,0.496638954519579,0.0148704742815938,0.187279700333755,0.778670140150645,0.0191796852340067
"98",98,0.499539554510908,0.000241016641343803,0.788195270124544,0.188544812374681,0.0230189008594317,0.496731042564861,0.0146337427426057,0.185117064554945,0.781314194496748,0.0189349982057011
"99",99,0.499555852322062,0.000228017047154022,0.788368397181226,0.188635093531182,0.0227684922404375,0.496819547021973,0.0144034866805139,0.18300645858986,0.783894031276733,0.0186960234528938
"100",100,0.499571380872597,0.000215744442522972,0.788538952830096,0.188722154389072,0.0225231483383086,0.496904644023553,0.014179463622593,0.18094612160002,0.786411833811411,0.0184625809659768
"101",101,0.499586181816281,0.000204156331861252,0.788706969281361,0.188806146383839,0.0222827280029389,0.496986499432447,0.0139614423149027,0.178934366272835,0.788869694060925,0.0182344973513377
"102",102,0.499600294333979,0.000193212839106136,0.78887247942395,0.188887212870969,0.0220470948659746,0.497065269523989,0.0137492021188418,0.176969575328248,0.791269616965643,0.0180116055872671
"103",103,0.499613755292799,0.000182876535938073,0.789035516712318,0.188965489592922,0.0218161171588222,0.497141101618143,0.0135425324437839,0.175050198200367,0.793613524570264,0.0177937447855852
"104",104,0.499626599394151,0.000173112282071436,0.78919611506284,0.189041105117291,0.0215896675377981,0.497214134665486,0.0133412322134924,0.173174747885928,0.795903259941124,0.017580759959456
"105",105,0.499638859311538,0.000163887076705485,0.78935430875907,0.189114181248042,0.0213676229161831,0.497284499790671,0.0131451093641648,0.171341797951667,0.798140590886434,0.0173725017977338
"106",106,0.499650565818883,0.000155169920296161,0.789510132365169,0.189184833411591,0.0211498643029445,0.497352320796709,0.0129539803720912,0.169549979692891,0.80032721348893,0.0171688264460882
"107",107,0.499661747910056,0.000146931685877372,0.78966362064689,0.189253171019344,0.020936276647889,0.497417714633142,0.0127676698090485,0.167797979435791,0.802464755460097,0.0169695952950633
"108",108,0.499672432910297,0.00013914499922256,0.789814808499533,0.189319297808231,0.0207267486930134,0.4974807918309,0.0125860099236696,0.166084535976352,0.804554779324821,0.0167746747751572
"109",109,0.499682646580085,0.000131784127194096,0.789963730882338,0.189383312160647,0.0205211728298211,0.49754165690643,0.012408840247147,0.164408438148919,0.806598785444986,0.0165839361589479
"110",110,0.499692413212046,0.000124824873679876,0.790110422758809,0.189445307405132,0.0203194449623795,0.497600408737464,0.0122360072217354,0.162768522517849,0.808598214890173,0.0163972553702425
"111",111,0.49970175572138,0.000118244482563951,0.79025491904254,0.189505372099001,0.0201214643758954,0.497657140912574,0.0120673638506197,0.161163671185884,0.810554452163313,0.0162145128001832
"112",112,0.499710695730281,0.000112021547221373,0.790397254548085,0.1895635902941,0.0199271336105928,0.497711942056541,0.0119027693678098,0.159592809713229,0.812468827788746,0.0160355931302157
"113",113,0.499719253646781,0.000106135926067228,0.790537463946507,0.189620041786742,0.0197363583406832,0.497764896133336,0.0117420889268118,0.158054905141546,0.814342620769849,0.0158603851617931
"114",114,0.499727448738421,0.000100568663726174,0.790675581725232,0.189674802352819,0.0195490472582227,0.497816082728417,0.0115851933069067,0.156548964117398,0.816177060923023,0.0156887816526723
"115",115,0.499735299201106,9.53019174222238e-05,0.790811642151879,0.189727943969038,0.0193651119616606,0.497865577311882,0.0114319586359468,0.155074031109894,0.817973331094519,0.0155206791596402
"116",116,0.499742822223486,9.03188882190993e-05,0.790945679241755,0.189779535021141,0.0191844668488845,0.497913451483889,0.0112822661286481,0.153629186717593,0.819732569266264,0.0153559778874949
"117",117,0.499750034047181,8.56037567695822e-05,0.791077726728724,0.189829640499925,0.019007029014581,0.497959773203679,0.0111360018394295,0.152213546059942,0.821455870556527,0.0151945815441011
"118",118,0.49975695002313,8.11416232581071e-05,0.791207818039196,0.189878322185816,0.01883271815173,0.498004607003373,0.0109930564289057,0.150826257248784,0.823144289120984,0.0150363972013266
"119",119,0.499763584664342,7.69184512445356e-05,0.791335986268978,0.189925638822715,0.0186614564570629,0.498048014187686,0.0108533249432043,0.149466499935686,0.82479883995944,0.0148813351616688
"120",120,0.49976995169529,7.29210151388586e-05,0.791462264162773,0.189971646281769,0.0184931685403188,0.498090053020547,0.0107167066053289,0.148133483931091,0.826420500633206,0.0147293088303747
"121",121,0.499776064098174,6.91368510566271e-05,0.791586684096108,0.190016397715696,0.018327781337139,0.498130778899596,0.0105831046178412,0.146826447891462,0.828010212897839,0.0145802345928572
"122",122,0.499781934156281,6.55542108233646e-05,0.791709278059496,0.190059943704233,0.0181652240254476,0.49817024451941,0.0104524259761829,0.14554465807085,0.829568884255753,0.0144340316972141
"123",123,0.499787573494618,6.21620189132171e-05,0.791830077644662,0.190102332391254,0.0180054279451712,0.498208500024265,0.010324581292002,0.144287407133446,0.831097389432897,0.0142906221416555
"124",124,0.499792993118016,5.89498321227512e-05,0.791949114032655,0.190143609614066,0.0178483265211561,0.498245593151167,0.0101994846258878,0.143054013023921,0.832596571783542,0.0141499305666498
"125",125,0.499798203446872,5.59078017952527e-05,0.792066417983703,0.190183819025352,0.0176938551891492,0.498281569363851,0.0100770533289601,0.14184381789249,0.834067244626949,0.0140118841516013
"126",126,0.499803214350677,5.302663842419e-05,0.792182019828657,0.190223002208207,0.0175419513247121,0.498316471978358,0.00995720789278907,0.140656187071823,0.83551019251951,0.0138764125158782
"127",127,0.499808035179487,5.02975784767954e-05,0.792295949461898,0.190261198784681,0.0173925541749444,0.49835034228079,0.00983987180716137,0.139490508103077,0.83692617246575,0.0137434476240117
"128",128,0.499812674793473,4.77123532900607e-05,0.79240823633559,0.190298446518222,0.0172456047928978,0.498383219637777,0.00972497142523325,0.138346189808476,0.838315915071395,0.0136129236948952
"129",129,0.49981714159066,4.52631599019226e-05,0.792518909455154,0.190334781410378,0.0171010459745663,0.498415141600146,0.00961243583564454,0.137222661408002,0.839680125641539,0.0134847771148149
"130",130,0.499821443532997,4.29426336900951e-05,0.792627997375868,0.190370237792097,0.0169588221983445,0.498446144000274,0.00950219674119217,0.136119371677898,0.841019485226759,0.013358946354151
"131",131,0.499825588170844,4.0743822699962e-05,0.792735528200492,0.190404848409959,0.0168188795668495,0.498476261043528,0.00939418834368765,0.135035788148809,0.842334651619911,0.0132353718875924
"132",132,0.499829582665991,3.86601635512197e-05,0.792841529577829,0.190438644507614,0.0166811657510055,0.498505525394211,0.00928834723464648,0.133971396341507,0.843626260306132,0.0131139961177139
"133",133,0.499833433813303,3.66854588206286e-05,0.792946028702142,0.19047165590274,0.0165456299362978,0.498533968256363,0.00918461229147913,0.132925699038255,0.844894925368494,0.0129947633017718
"134",134,0.499837148061071,3.48138558053233e-05,0.793049052313341,0.190503911059751,0.0164122227711024,0.498561619449769,0.00908292457887382,0.131898215587981,0.846141240351569,0.0128776194815759
"135",135,0.499840731530156,3.30398265777054e-05,0.793150626697884,0.190535437158532,0.0162808963170066,0.498588507481487,0.00898322725508036,0.130888481243522,0.84736577908509,0.0127625124163071
"136",136,0.499844190032008,3.13581492490322e-05,0.793250777690313,0.190566260159403,0.0161516040010343,0.498614659613182,0.00888546548282212,0.129896046529305,0.848569096469726,0.0126493915181472
"137",137,0.499847529085617,2.97638903644597e-05,0.793349530675372,0.190596404864565,0.0160243005696989,0.498640101924555,0.00878958634457991,0.128920476637906,0.849751729226912,0.0125382077906022
"138",138,0.499850753933481,2.82523883575341e-05,0.793446910590644,0.190625894976194,0.015898942044805,0.498664859373096,0.00869553876200708,0.127961350854036,0.850914196614561,0.0124289137693958
"139",139,0.499853869556631,2.68192379969842e-05,0.793542941929668,0.190654753151407,0.0157754856809281,0.498688955850424,0.00860327341924965,0.127018262004558,0.852057001110368,0.012321463465824
"140",140,0.499856880688794,2.54602757631747e-05,0.793637648745472,0.190683001054264,0.015653889924501,0.498712414235404,0.00851274268995895,0.126090815933226,0.853180629064357,0.0122158123124583
"141",141,0.499859791829727,2.41715660957692e-05,0.793731054654489,0.190710659404974,0.0155341143744413,0.498735256444265,0.00842390056779696,0.125178630998919,0.854285551322187,0.0121119171110966
"142",142,0.499862607257794,2.29493884580386e-05,0.793823182840814,0.190737748026473,0.0154161197442551,0.498757503477904,0.00833670260024631,0.124281337596183,0.855372223820711,0.0120097359828604
"143",143,0.499865331041807,2.17902251668655e-05,0.793914056060758,0.190764285888518,0.015299867825557,0.498779175466545,0.00825110582554832,0.123398577696984,0.856441088157123,0.0119092283203445
"144",144,0.499867967052202,2.06907499408561e-05,0.794003696647675,0.190790291149436,0.0151853214529482,0.49880029171192,0.0081670687126025,0.122530004412624,0.857492572133046,0.011810354741727
"145",145,0.499870518971572,1.9647817122093e-05,0.794092126517013,0.19081578119567,0.0150724444701956,0.498820870727131,0.00808455110367091,0.12167528157482,0.858527090274755,0.0117130770467548
"146",146,0.499872990304603,1.8658451529972e-05,0.794179367171585,0.190840772679225,0.0149612016976604,0.498840930274331,0.00800351415974012,0.120834083335008,0.859545044330732,0.0116173581745202
"147",147,0.499875384387451,1.77198389082684e-05,0.794265439707006,0.190865281553162,0.0148515589009241,0.498860487400351,0.00792392030840137,0.120006093781001,0.860546823747648,0.0115231621629497
"148",148,0.499877704396588,1.68293169290989e-05,0.794350364817289,0.190889323105218,0.0147434827605638,0.498879558470414,0.00784573319411852,0.119191006570128,0.861532806125824,0.01143045410993
"149",149,0.499879953357152,1.59843667197898e-05,0.794434162800571,0.190912911989679,0.0146369408430298,0.498898159200027,0.00776891763075998,0.118388524578088,0.862503357655153,0.0113392001359993
"150",150,0.499882134150834,1.51826048808462e-05,0.794516853564946,0.190936062257592,0.0145319015725811,0.498916304685187,0.00769343955627854,0.117598359562744,0.863458833532443,0.0112493673485339
