0.,0.,0.5247067492581746,0.,0.,0.,0.039669663268182144,0.01605160827090851,0.,0.,0.05218113329152586,0.,0.04227638497305642,0.003778005485381051,0.,0.,0.,0.004582724736133656,0.,0.06185028997014774,0.0070148234420489295,0.,0.0077084862245128125,0.09116247513128123,0.07136870339236513,0.,0.0630644297776112,0.,0.014584522778670705,0.
0.03044013338868874,0.,0.029224993064619627,0.023204405290200774,0.015152588594234753,0.020716711908148736,0.36506570324848414,0.1455005165572815,0.,0.006821829863985806,0.0033371428910658535,0.,0.002574995750280731,0.035359183875950884,0.0038212460866072695,0.004345772075064422,0.004434174307126534,0.04225052762520338,0.006414181254979041,0.0037162438429238416,0.07026208382841147,0.,0.0749010580116019,0.00571207613148009,0.0041546318216676365,0.,0.0035100949229803866,0.,0.09907970565901242,0.
0.,0.504745431870268,0.,0.,0.,0.,0.,0.,0.08213006419088442,0.,0.,0.048852333175713636,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07352101005628907,0.,0.,0.,0.06290988933241644,0.,0.08991195595239468,0.,0.13792931542203377
0.,0.,0.38408442787623653,0.,0.,0.,0.042262473367603776,0.0215295548558108,0.,0.,0.06636921739301418,0.,0.054344030590449136,0.0048197297538261005,0.,0.,0.,0.005907913001747261,0.,0.08089831746331118,0.008905602580685673,0.,0.009925336116147074,0.11900575402653653,0.09490728019065117,0.,0.08472812494609304,0.,0.022312237837887453,0.
0.,0.,0.31978083122744067,0.,0.,0.,0.028137391251940477,0.018589749440588926,0.,0.,0.08160642386741214,0.,0.06950957393311628,0.006406727740115004,0.,0.,0.,0.007597524698458186,0.,0.094781308990462,0.01050016642950862,0.,0.011326515701561712,0.12435806295626776,0.10677213402152724,0.,0.10003234750786731,0.,0.02060124223373377,0.
0.,0.,0.3606199391557575,0.,0.,0.,0.037195606345972326,0.021177317394011144,0.,0.,0.07002484514105123,0.,0.05802177763590303,0.005170621943418899,0.,0.,0.,0.006321642372572515,0.,0.08533441340375936,0.009308152830677274,0.,0.010348786342031787,0.12212291820020527,0.09983227475575684,0.,0.09055392305584094,0.,0.023967781423041908,0.
0.23806926790378405,0.,0.0768795949302583,0.20349313815566641,0.08596590945542723,0.16339733006448728,0.,0.,0.,0.04258861259118006,0.010046592371614484,0.,0.0077832713099951914,0.,0.022661675054944458,0.026071821655513954,0.02635444348693806,0.,0.0401634856474663,0.011864383121646773,0.,0.,0.,0.01940989919741016,0.013753794242374792,0.,0.011496780811292543,0.,0.,0.
0.13705874871496118,0.,0.03456450842451295,0.14749364121788602,0.08080893003228204,0.1323633183342415,0.,0.,0.,0.08616969801655958,0.019209613776824796,0.,0.014140631889641018,0.,0.03834642172294808,0.045428472460332776,0.0458272228349146,0.,0.07967912398125322,0.025342681446426627,0.,0.,0.,0.05844300389000191,0.031805955353623364,0.,0.023318027903590346,0.,0.,0.
0.006888597722846293,0.,0.003467423143889331,0.007247058306541204,0.0050238273857739,0.00686895307261864,0.07117202350687134,0.12825695635064277,0.,0.016785367692707758,0.006154580921729725,0.,0.003985679355557247,0.04451102452111481,0.004608897707987212,0.0057721993613244005,0.005868507701624895,0.06358738912217243,0.014016018360937726,0.011876099013762045,0.158303294894101,0.,0.3096016826026783,0.021880300029896684,0.015667216233893718,0.,0.0065473417974337735,0.,0.08190956119389471,0.
0.,0.,0.03581662786932397,0.,0.,0.,0.0045301048715012055,0.006442077526712539,0.,0.,0.15231621821027447,0.,0.11075398417263375,0.006156430941408697,0.,0.,0.,0.010800976052990328,0.,0.3164264766725,0.014106304187168253,0.,0.016720187632887736,0.0898909660038399,0.13786298367384753,0.,0.09289728894662032,0.,0.005279373238291345,0.
